longitude,latitude,month,severity,ndvi,evi,lai,fpar,elevation,relative_humidity,dew_point,surface_pressure,cloud_cover,wind_speed,soil_temperature,soil_moisture,direct_radiation,weather_code,temperature,precipitation,evapotranspiration
74.0460912450366,24.374964494244253,3,0,4369,2826,11,50,328.0,41.093971252441406,9.986666679382324,978.8322143554688,65.875,8.700363159179688,27.440832138061523,0.1380833387374878,146.7916717529297,53.0,24.892913818359375,0.800000011920929,5.178220272064209
74.51522729831053,36.23751217611357,5,0,2271,1215,2,12,2791.0,90.2910385131836,2.496333360671997,729.3131713867188,47.04166793823242,1.8783845901489258,1.900499939918518,0.3530416488647461,125.33333587646484,73.0,3.973416566848755,0.0,3.260331869125366
73.45256747198864,26.754845177665878,9,0,5111,3314,15,66,314.0,65.39929962158203,23.391748428344727,967.8134765625,25.66666603088379,7.882379055023193,32.57716751098633,0.17737500369548798,158.9583282470703,3.0,30.964662551879883,0.0,4.967658519744873
74.54681651238091,27.66892563194478,7,0,1903,1371,2,14,328.0,80.11825561523438,25.834665298461914,965.0139770507812,95.70833587646484,11.10929012298584,31.89299964904785,0.1251250058412552,52.45833206176758,63.0,29.707582473754883,9.40000057220459,3.65552020072937
92.83296198136783,12.948106496845254,2,0,8602,5685,43,83,55.0,85.93799591064453,22.8626651763916,1000.2349243164062,99.95833587646484,11.545616149902344,25.510581970214844,0.12654167413711548,20.75,63.0,25.410581588745117,13.300002098083496,1.9594675302505493
76.74302440854218,27.08406596126579,9,0,7310,5203,25,71,258.0,91.66146087646484,24.43366813659668,974.77978515625,95.0,6.343259811401367,27.13158416748047,0.4167499840259552,16.75,63.0,25.95241355895996,12.100001335144043,1.9496166706085205
70.70873326324077,25.931974364513746,8,0,2452,1850,2,13,173.0,88.34587860107422,25.027246475219727,980.3110961914062,92.41666412353516,8.584132194519043,29.345998764038086,0.3140416443347931,93.16666412353516,65.0,27.237668991088867,50.60000228881836,3.524198293685913
73.41011428262725,25.22924533255389,7,0,1214,1075,6,26,332.0,74.45372772216797,22.49391746520996,967.0608520507812,94.5,12.113487243652344,28.84600067138672,0.32749998569488525,114.125,51.0,27.654335021972656,1.8000003099441528,4.623312473297119
74.51737882988218,26.188020628911744,4,0,3260,1733,5,23,494.0,28.69539451599121,5.164416790008545,954.6831665039062,39.625,9.513215065002441,29.62066650390625,0.1379999965429306,200.9166717529297,3.0,26.008169174194336,0.0,7.011709690093994
72.32621008716468,26.300153007379226,11,0,2964,1969,4,34,223.0,31.34757423400879,8.913500785827637,988.686767578125,0.0,5.011358261108398,28.42807960510254,0.029583334922790527,134.5833282470703,0.0,28.273916244506836,0.0,4.1531662940979
